dataset,outer_fold,model_seed,horizon,level,method,adapter_implemented,no_fit_role_support_passed,matched_xgboost_owner_available,completion_status,execution_prerequisite
rico,0,43,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,43,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,43,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,44,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,44,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,45,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,45,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,0,46,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,0,46,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,42,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,42,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,43,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,43,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,44,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,44,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.95,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.95,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.95,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,45,5,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,15,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,30,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,45,60,0.95,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.9,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.9,cqr,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.9,recentred_enbpi_static,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.9,recentred_enbpi_updated,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.9,dscp,True,True,False,remaining,owner_artifact_absent
rico,1,46,5,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,15,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,30,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
rico,1,46,60,0.95,quantile_uncalibrated,True,True,False,remaining,owner_artifact_absent
