phase,dataset,horizon,outer_fold,scheme,role,group_id,n,origin_min,origin_max,target_min,target_max,membership_sha256
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S26,196,2024-05-12 15:15:00,2024-05-12 18:30:00,2024-05-12 15:45:00,2024-05-12 19:00:00,19c5a2d919af961e74155c4aa4b5a4802e2bfaac538f71de4cb68d5a4617b097
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S27,196,2024-05-12 19:15:00,2024-05-12 22:30:00,2024-05-12 19:45:00,2024-05-12 23:00:00,342c843078a47a18e65fecc2696f96b6710209710f8e1ce455eec1163ab7c8a1
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S28,196,2024-05-12 23:15:00,2024-05-13 02:30:00,2024-05-12 23:45:00,2024-05-13 03:00:00,782c5e5c38b25489f58aade71185cb3517a1b50adbbfecd0cbc8cf872fb5bb41
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S29,196,2024-05-13 03:15:00,2024-05-13 06:30:00,2024-05-13 03:45:00,2024-05-13 07:00:00,b6f0c4d950f58ba92a5ae485c355f360b583d0dad18d2400d0fcadfb54a36728
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S30,196,2024-05-13 07:15:00,2024-05-13 10:30:00,2024-05-13 07:45:00,2024-05-13 11:00:00,6855d2590d9b4b72bb37521d385f8dfbf2c51fb1046ad69f91c17a8909f3b628
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S31,196,2024-05-13 11:15:00,2024-05-13 14:30:00,2024-05-13 11:45:00,2024-05-13 15:00:00,3e84ecd8e0e068b08063aa9234c5c269d636537a29fc8ea2bdfe6c123dd9259d
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S32,196,2024-05-13 15:15:00,2024-05-13 18:30:00,2024-05-13 15:45:00,2024-05-13 19:00:00,36f85296d225e3972183977c1bb62fbcde7f3653a98cb074cb6b4951e1abe71b
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S33,196,2024-05-13 19:15:00,2024-05-13 22:30:00,2024-05-13 19:45:00,2024-05-13 23:00:00,356633c7e552c6480f4b31ad4d53edd8106ee5cd14c990cc49d4b575fff4e622
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S34,196,2024-05-13 23:15:00,2024-05-14 02:30:00,2024-05-13 23:45:00,2024-05-14 03:00:00,eb18a87761e283e31f47246bbcb912dd09ab36faba664bba9e7a1ab17a66728f
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S35,196,2024-05-14 03:15:00,2024-05-14 06:30:00,2024-05-14 03:45:00,2024-05-14 07:00:00,52ee0b0016acf31b81b241666bee147320dae0dfe3b0cb104108c82b2e567da0
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S36,196,2024-05-14 07:15:00,2024-05-14 10:30:00,2024-05-14 07:45:00,2024-05-14 11:00:00,caaf0958ec7be55f1b2b587af06f33410ec38c9dd6399d115ba23dbde000264e
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S37,196,2024-05-14 11:15:00,2024-05-14 14:30:00,2024-05-14 11:45:00,2024-05-14 15:00:00,1dff4b8962339ad506ed1646363ebfae320c15b66d81e395dc494072769dede4
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S38,196,2024-05-14 15:15:00,2024-05-14 18:30:00,2024-05-14 15:45:00,2024-05-14 19:00:00,d0b9cdbd9adc1cdbf72716684514af0b998a05fda6bf8a92a04bb36d8b5dec55
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S39,196,2024-05-14 19:15:00,2024-05-14 22:30:00,2024-05-14 19:45:00,2024-05-14 23:00:00,52dc288620f376bc01d43bf9a86c72f60eb9cb57d9c1601abd8498a99046de1b
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S40,196,2024-05-14 23:15:00,2024-05-15 02:30:00,2024-05-14 23:45:00,2024-05-15 03:00:00,d62419e1c4885289ad6b05620c2ca6fc531a7fd5b759d145ba5025a63490b4cf
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S41,196,2024-05-15 03:15:00,2024-05-15 06:30:00,2024-05-15 03:45:00,2024-05-15 07:00:00,7ec00db502d264b70b1f704a07d37437387fdd699bee8d43b9631af4061a6f8a
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S42,196,2024-05-15 07:15:00,2024-05-15 10:30:00,2024-05-15 07:45:00,2024-05-15 11:00:00,855eb82d7d309e962f68db87511519e2f097fd30e2e916cda5eeb5b757517ba9
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S43,196,2024-05-15 11:15:00,2024-05-15 14:30:00,2024-05-15 11:45:00,2024-05-15 15:00:00,9dc7f5400c95973870263fe3dcca7a5cabd1379f934d04399979ef063a09eaeb
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S44,196,2024-05-15 15:15:00,2024-05-15 18:30:00,2024-05-15 15:45:00,2024-05-15 19:00:00,198669f4ad6bb96296a5fef6955a9f20f2ae55f9d0d155f686a1c7f4fada6fca
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S45,196,2024-05-15 19:15:00,2024-05-15 22:30:00,2024-05-15 19:45:00,2024-05-15 23:00:00,1da858eda3acecc1825292a06b6b2e9b6d24d578d4daf94044024c2a3561534d
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S46,196,2024-05-15 23:15:00,2024-05-16 02:30:00,2024-05-15 23:45:00,2024-05-16 03:00:00,6fd52838a110a2064a72436476e806f204f32851b42c5dca6d7714c30ce1aee7
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S47,196,2024-05-16 03:15:00,2024-05-16 06:30:00,2024-05-16 03:45:00,2024-05-16 07:00:00,78282a5cdcf8a5b13d54dca97a8c6dd4bbb1632cce87f612494942eb0fce36c2
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S48,196,2024-05-16 07:15:00,2024-05-16 10:30:00,2024-05-16 07:45:00,2024-05-16 11:00:00,0bab3e71c5b4784a1160571d8ed4583e86bfb58ef56cb38cb006ed8f5f601cb8
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S49,196,2024-05-16 11:15:00,2024-05-16 14:30:00,2024-05-16 11:45:00,2024-05-16 15:00:00,911c1f17fc1f7d282528d31ebc3629bda2c0a38204823487f1a3c8f543c0cb44
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S50,196,2024-05-16 15:15:00,2024-05-16 18:30:00,2024-05-16 15:45:00,2024-05-16 19:00:00,380bb6075a85175bb1daff284f594aa805ab84f75387468fd3fa03815aa044e2
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S51,196,2024-05-16 19:15:00,2024-05-16 22:30:00,2024-05-16 19:45:00,2024-05-16 23:00:00,daecdb1df7c1842e502fbd24d92c9eaafd1ac554c42ca56e6a9dcca0b82b2a2c
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S52,196,2024-05-16 23:15:00,2024-05-17 02:30:00,2024-05-16 23:45:00,2024-05-17 03:00:00,a580fb8c5e26a0c7a8bce44a43618f5503794733cde6b9702edb589f845d5726
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S53,196,2024-05-17 03:15:00,2024-05-17 06:30:00,2024-05-17 03:45:00,2024-05-17 07:00:00,c7945f14915987dac86b7f7eedd1ab268eff89616b1aff534ae67034afb5bce3
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S54,196,2024-05-17 07:15:00,2024-05-17 10:30:00,2024-05-17 07:45:00,2024-05-17 11:00:00,67233e1abab80cf9e92c0f993637366fc7f3d8caf9689fdb2405d4cacd12b636
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S55,196,2024-05-17 11:15:00,2024-05-17 14:30:00,2024-05-17 11:45:00,2024-05-17 15:00:00,1d6c4a3f3a70f0ab2d5b08688c1b7430610a4fa4d54623a8bd812ae1b41d35ad
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S56,196,2024-05-17 15:15:00,2024-05-17 18:30:00,2024-05-17 15:45:00,2024-05-17 19:00:00,3217ee37351bb735929810b61bae6bda9f1d9bdf667351b8f564f1c0acbc4070
after,rico,30,1,whole_run_group_blocked,refit_calibration,P5S57,196,2024-05-17 19:15:00,2024-05-17 22:30:00,2024-05-17 19:45:00,2024-05-17 23:00:00,3e79145eb569037de4c27287df0960858e9e847e0e3b9a06290da916073482b4
after,rico,30,1,whole_run_group_blocked,outer_test,P5S58,196,2024-05-17 23:15:00,2024-05-18 02:30:00,2024-05-17 23:45:00,2024-05-18 03:00:00,a79876987f26af1494c5078be964fa99889199ee2a6fbb7c6c68a7163bc8cb51
after,rico,30,2,whole_run_group_blocked,inner_train,P1S1,196,2023-07-26 15:15:00,2023-07-26 18:30:00,2023-07-26 15:45:00,2023-07-26 19:00:00,d0d79692854d624352285f67911d85386daa7ef83dfa7ca5beb9577f3a8c3035
after,rico,30,2,whole_run_group_blocked,inner_train,P1S2,196,2023-07-26 19:15:00,2023-07-26 22:30:00,2023-07-26 19:45:00,2023-07-26 23:00:00,d043e4d303d34134cdbad44ca44b608b97178f573eb3a83d04492510230915b2
after,rico,30,2,whole_run_group_blocked,inner_train,P1S4,196,2023-07-27 03:15:00,2023-07-27 06:30:00,2023-07-27 03:45:00,2023-07-27 07:00:00,36f37f2064a10bf60813a8341a2ec7f2854f37d8e85b55741f36523e5e31ba4e
after,rico,30,2,whole_run_group_blocked,inner_train,P1S5,196,2023-07-27 07:15:00,2023-07-27 10:30:00,2023-07-27 07:45:00,2023-07-27 11:00:00,fa76943ada4e0dd0c87c8c319cb67f47e4978b04b50d04a1efc8142386b78a2c
after,rico,30,2,whole_run_group_blocked,inner_train,P1S7,196,2023-07-27 15:15:00,2023-07-27 18:30:00,2023-07-27 15:45:00,2023-07-27 19:00:00,8fb455ffcd8780429f7ad5db39933bf7670e90cb4a1dbee225c4017380143e7d
after,rico,30,2,whole_run_group_blocked,inner_train,P1S8,196,2023-07-27 19:15:00,2023-07-27 22:30:00,2023-07-27 19:45:00,2023-07-27 23:00:00,ba7eae3c482d057768553c1ff60c23684893fcce764793fd45e54e41e0364e9e
after,rico,30,2,whole_run_group_blocked,inner_train,P1S9,196,2023-07-27 23:15:00,2023-07-28 02:30:00,2023-07-27 23:45:00,2023-07-28 03:00:00,785c2a570f36bf08f690e1fc9b789e3840e5816b759a7903be8e75d36543dccf
after,rico,30,2,whole_run_group_blocked,inner_train,P1S10,196,2023-07-28 03:15:00,2023-07-28 06:30:00,2023-07-28 03:45:00,2023-07-28 07:00:00,1e544bc9b3dbee885b307eb3d49d5dad61f77e3edb03cc3f9ca45009acd37789
after,rico,30,2,whole_run_group_blocked,inner_train,P1S11,196,2023-07-28 07:15:00,2023-07-28 10:30:00,2023-07-28 07:45:00,2023-07-28 11:00:00,21543a36f20c7b64c56ed64f953946f1defd234b5f25fe21056f75cbdb30ffc7
after,rico,30,2,whole_run_group_blocked,inner_train,P1S12,196,2023-07-28 11:15:00,2023-07-28 14:30:00,2023-07-28 11:45:00,2023-07-28 15:00:00,81fe9ba0887cffdbc4ff5fee7f3ecd398040b5af1a05ded12a4beffec54239c2
after,rico,30,2,whole_run_group_blocked,inner_train,P1S13,196,2023-07-28 15:15:00,2023-07-28 18:30:00,2023-07-28 15:45:00,2023-07-28 19:00:00,e37632796b73ec28d54d9e4a5ff341a4fc7f8b71c71ce64670091a302bbeec24
after,rico,30,2,whole_run_group_blocked,inner_train,P1S14,196,2023-07-28 19:15:00,2023-07-28 22:30:00,2023-07-28 19:45:00,2023-07-28 23:00:00,cba17786f83edcec7c7c0701e820da0ba8768b916d7c80bd8a8e5c54532a25c3
after,rico,30,2,whole_run_group_blocked,inner_train,P1S15,196,2023-07-28 23:15:00,2023-07-29 02:30:00,2023-07-28 23:45:00,2023-07-29 03:00:00,5222912aa23b993fa61ed693efd1b877077174cc9ea6ff725cf23ede989d4cd0
after,rico,30,2,whole_run_group_blocked,inner_train,P1S16,196,2023-07-29 03:15:00,2023-07-29 06:30:00,2023-07-29 03:45:00,2023-07-29 07:00:00,3ccdda28fa2886d176a303fddfb49a4fe63dba2b5caddc694d86743cfc712488
after,rico,30,2,whole_run_group_blocked,inner_train,P1S17,196,2023-07-29 07:15:00,2023-07-29 10:30:00,2023-07-29 07:45:00,2023-07-29 11:00:00,a17f8fffa83b5d58fb14c791423d1c04b7e53c94fa3e24794572fd89255c2df5
after,rico,30,2,whole_run_group_blocked,inner_train,P1S20,196,2023-07-29 19:15:00,2023-07-29 22:30:00,2023-07-29 19:45:00,2023-07-29 23:00:00,aab90555b6d0264ef6e3400d9e3860e5f8d1ec39eccf465a9f27fa802de5e9e3
after,rico,30,2,whole_run_group_blocked,inner_train,P1S21,196,2023-07-29 23:15:00,2023-07-30 02:30:00,2023-07-29 23:45:00,2023-07-30 03:00:00,0bcb3c1175a158c8889bda74112fa771812903d5e5bd345486f11f9d40f220d0
after,rico,30,2,whole_run_group_blocked,inner_train,P1S22,196,2023-07-30 03:15:00,2023-07-30 06:30:00,2023-07-30 03:45:00,2023-07-30 07:00:00,63c6ea062a691d1e9b4c692671bb527406863dcc106d3e737a9f25a261de2c3b
after,rico,30,2,whole_run_group_blocked,inner_train,P1S23,196,2023-07-30 07:15:00,2023-07-30 10:30:00,2023-07-30 07:45:00,2023-07-30 11:00:00,0cf8742942f7c8c977564149c3d3fde2917a028881de1835706bd08584de11f6
after,rico,30,2,whole_run_group_blocked,inner_train,P1S26,196,2023-07-30 19:15:00,2023-07-30 22:30:00,2023-07-30 19:45:00,2023-07-30 23:00:00,0317253b4a016e32b7e2d2294caa9a71ed67b6636b2a39790c8ff587b375b4ab
after,rico,30,2,whole_run_group_blocked,inner_train,P1S27,196,2023-07-30 23:15:00,2023-07-31 02:30:00,2023-07-30 23:45:00,2023-07-31 03:00:00,9f163f94b7613809b7b333209df751e3be693357da151fe2586dcb2504c97c00
after,rico,30,2,whole_run_group_blocked,inner_train,P1S28,196,2023-07-31 03:15:00,2023-07-31 06:30:00,2023-07-31 03:45:00,2023-07-31 07:00:00,4fffb255b81a9a10dac5413e7981a20ca5babf0e9c5088baa7fc40d3f8473f63
after,rico,30,2,whole_run_group_blocked,inner_train,P1S29,196,2023-07-31 07:15:00,2023-07-31 10:30:00,2023-07-31 07:45:00,2023-07-31 11:00:00,b0691598c59ade30691005a6d2ec8e93f537a4b2a910fd2dcd6731a507164b05
after,rico,30,2,whole_run_group_blocked,inner_train,P1S31,196,2023-07-31 15:15:00,2023-07-31 18:30:00,2023-07-31 15:45:00,2023-07-31 19:00:00,4a02bf66fc25fcc4e407cb2b9f7c52de4754d882aecd70a66451d54821661650
after,rico,30,2,whole_run_group_blocked,inner_train,P1S32,196,2023-07-31 19:15:00,2023-07-31 22:30:00,2023-07-31 19:45:00,2023-07-31 23:00:00,8974f60ec37f37ecc430357a5db4caf2026b474e511b79466aa08d25322f103b
after,rico,30,2,whole_run_group_blocked,inner_train,P1S33,196,2023-07-31 23:15:00,2023-08-01 02:30:00,2023-07-31 23:45:00,2023-08-01 03:00:00,2ba2aa79e645eb63b12d02f48bb44ef95543ff5731a17b4f2bba27ea71d98363
after,rico,30,2,whole_run_group_blocked,inner_train,P1S34,196,2023-08-01 03:15:00,2023-08-01 06:30:00,2023-08-01 03:45:00,2023-08-01 07:00:00,c012cd8b56b3be1c7ceda16f7480ce0854aa633b29797d441b9c53613799f683
after,rico,30,2,whole_run_group_blocked,inner_train,P1S37,196,2023-08-01 15:15:00,2023-08-01 18:30:00,2023-08-01 15:45:00,2023-08-01 19:00:00,f48505c65259c4a7d5cca8d36af8ee716e9abc75a6c44fd1f8793a9d2060f67b
after,rico,30,2,whole_run_group_blocked,inner_train,P1S38,196,2023-08-01 19:15:00,2023-08-01 22:30:00,2023-08-01 19:45:00,2023-08-01 23:00:00,164b9c555ac9d10fa32b11d9468350db1dfd9d38da472b20ea42c386abd4cae3
after,rico,30,2,whole_run_group_blocked,inner_train,P1S39,196,2023-08-01 23:15:00,2023-08-02 02:30:00,2023-08-01 23:45:00,2023-08-02 03:00:00,2ee59fae6c359f3a612f288aaa661a0b7544c50034aa1d106c6b781bb01371df
after,rico,30,2,whole_run_group_blocked,inner_train,P1S40,196,2023-08-02 03:15:00,2023-08-02 06:30:00,2023-08-02 03:45:00,2023-08-02 07:00:00,74b7c9cf8ae5529fe80f197aa0feb29f55ed68a3d618ce5d97ef9bd839201ba8
after,rico,30,2,whole_run_group_blocked,inner_train,P1S41,196,2023-08-02 07:15:00,2023-08-02 10:30:00,2023-08-02 07:45:00,2023-08-02 11:00:00,38b2b9db4b58d95cd4020d2381c8b83861584345d38f4d7395f225314117f0e3
after,rico,30,2,whole_run_group_blocked,inner_train,P1S42,196,2023-08-02 11:15:00,2023-08-02 14:30:00,2023-08-02 11:45:00,2023-08-02 15:00:00,8cc8fd6ef347ef67049bede39ad982eb94064e7f9f59af5301b0f44edfc5eec8
after,rico,30,2,whole_run_group_blocked,inner_train,P1S43,196,2023-08-02 15:15:00,2023-08-02 18:30:00,2023-08-02 15:45:00,2023-08-02 19:00:00,92ce27856e9f13b7937e4742c39ef45deafc709ed2bf066e7b35f5938fce715e
after,rico,30,2,whole_run_group_blocked,inner_train,P1S44,196,2023-08-02 19:15:00,2023-08-02 22:30:00,2023-08-02 19:45:00,2023-08-02 23:00:00,c9b5c643cebcbba94850384b406d45712c631906dac7f825a6304f8878303133
after,rico,30,2,whole_run_group_blocked,inner_train,P1S45,196,2023-08-02 23:15:00,2023-08-03 02:30:00,2023-08-02 23:45:00,2023-08-03 03:00:00,f3606327b456601cbbeef64de5b9444f5d0dba1fcb20bc2b2845305362fe6bfa
after,rico,30,2,whole_run_group_blocked,inner_train,P1S46,196,2023-08-03 03:15:00,2023-08-03 06:30:00,2023-08-03 03:45:00,2023-08-03 07:00:00,c32e5715762b2f451b4c8276188b1d81cf7ef7658948d4e7d85a938cde3bedbd
after,rico,30,2,whole_run_group_blocked,inner_train,P1S47,196,2023-08-03 07:15:00,2023-08-03 10:30:00,2023-08-03 07:45:00,2023-08-03 11:00:00,64c3e866b9c17a2b0baba36ffc17c4ebed3b115476ed75996617921bd035efdb
after,rico,30,2,whole_run_group_blocked,inner_train,P1S49,196,2023-08-03 15:15:00,2023-08-03 18:30:00,2023-08-03 15:45:00,2023-08-03 19:00:00,f5d241e625382acf8929cba5a3e9756a5b527b43647cee6aec963fa084ad809f
after,rico,30,2,whole_run_group_blocked,inner_train,P1S50,196,2023-08-03 19:15:00,2023-08-03 22:30:00,2023-08-03 19:45:00,2023-08-03 23:00:00,88c9a454099d8ae47dc5a95f872837908c4a1744346085a9144a4b155d219dd2
after,rico,30,2,whole_run_group_blocked,inner_train,P1S51,196,2023-08-03 23:15:00,2023-08-04 02:30:00,2023-08-03 23:45:00,2023-08-04 03:00:00,4e15a0c57e17e4c7d0b0cb5536c49314131d9503d8d4cac08aa4ce056cf1d598
after,rico,30,2,whole_run_group_blocked,inner_train,P1S52,196,2023-08-04 03:15:00,2023-08-04 06:30:00,2023-08-04 03:45:00,2023-08-04 07:00:00,9e0603a5135410a2a46892389816d81bbc01d7531c9604f6b00a4a6a2d4e1248
after,rico,30,2,whole_run_group_blocked,inner_train,P1S53,196,2023-08-04 07:15:00,2023-08-04 10:30:00,2023-08-04 07:45:00,2023-08-04 11:00:00,2b29d082634e9665fffdf4bbfd5300dbca8308acbf3511d729f358f248afb799
after,rico,30,2,whole_run_group_blocked,inner_train,P1S55,196,2023-08-04 15:15:00,2023-08-04 18:30:00,2023-08-04 15:45:00,2023-08-04 19:00:00,e9c06035ec36855c90a52eef9ed167219082838fe743c863ce7dc37e509b9fdd
after,rico,30,2,whole_run_group_blocked,inner_train,P1S56,196,2023-08-04 19:15:00,2023-08-04 22:30:00,2023-08-04 19:45:00,2023-08-04 23:00:00,c602db9876fd6bf7f7e9be86c4b40f7b2474f570e6dac085c29cf99707c76bdb
after,rico,30,2,whole_run_group_blocked,inner_train,P1S57,196,2023-08-04 23:15:00,2023-08-05 02:30:00,2023-08-04 23:45:00,2023-08-05 03:00:00,974a1228fa11fd7e7ece15e8aedb2ae3fca68c54923477613a104ef8664bc050
after,rico,30,2,whole_run_group_blocked,inner_train,P1S58,196,2023-08-05 03:15:00,2023-08-05 06:30:00,2023-08-05 03:45:00,2023-08-05 07:00:00,05ce7d8dafddd10bb895fda9124bb00f6d3e5a325dba5b9fbe0c1fea1c87fff8
after,rico,30,2,whole_run_group_blocked,inner_train,P1S59,196,2023-08-05 07:15:00,2023-08-05 10:30:00,2023-08-05 07:45:00,2023-08-05 11:00:00,12098760b99d16f5e86f377333fe5995d6c2143f88330e0708bb11635f4963d6
after,rico,30,2,whole_run_group_blocked,inner_train,P1S60,196,2023-08-05 11:15:00,2023-08-05 14:30:00,2023-08-05 11:45:00,2023-08-05 15:00:00,68a09eb886d72c850f3c90350c2dfbe3247e0ccbd974c4f1704ecc49e771cde1
after,rico,30,2,whole_run_group_blocked,inner_train,P1S61,196,2023-08-05 15:15:00,2023-08-05 18:30:00,2023-08-05 15:45:00,2023-08-05 19:00:00,9ee2b1983a53c0264fac51fd57ea577031d941c1e88b2f645010820626cf916a
after,rico,30,2,whole_run_group_blocked,inner_train,P1S62,196,2023-08-05 19:15:00,2023-08-05 22:30:00,2023-08-05 19:45:00,2023-08-05 23:00:00,d57e4602620befc03cea7f86024c846e30b316a5487a61191296ce128098fbf7
after,rico,30,2,whole_run_group_blocked,inner_train,P1S63,196,2023-08-05 23:15:00,2023-08-06 02:30:00,2023-08-05 23:45:00,2023-08-06 03:00:00,f0976e31a71a40efa0931e38d2729a3770a53f959de7cd6d1f8c4523fd132fa2
after,rico,30,2,whole_run_group_blocked,inner_train,P1S64,196,2023-08-06 03:15:00,2023-08-06 06:30:00,2023-08-06 03:45:00,2023-08-06 07:00:00,ce8c9a3c173fbc4660e6ea3fa244f55194286b3596fed31e9f0f85f2b9496694
after,rico,30,2,whole_run_group_blocked,inner_train,P1S65,196,2023-08-06 07:15:00,2023-08-06 10:30:00,2023-08-06 07:45:00,2023-08-06 11:00:00,76e54e947390f10ce60077deed7352d77b0f23c437213ab41808963ef96e3a07
after,rico,30,2,whole_run_group_blocked,inner_train,P1S67,196,2023-08-06 15:15:00,2023-08-06 18:30:00,2023-08-06 15:45:00,2023-08-06 19:00:00,3996132192f84e16b856fcd265a1a7c7d6239676462af9172204d1a566c6bc12
after,rico,30,2,whole_run_group_blocked,inner_train,P1S68,196,2023-08-06 19:15:00,2023-08-06 22:30:00,2023-08-06 19:45:00,2023-08-06 23:00:00,efeac04a93f3ae10198dab355c88d316c58132daaa951ae55b0782396a30179f
after,rico,30,2,whole_run_group_blocked,inner_train,P1S69,196,2023-08-06 23:15:00,2023-08-07 02:30:00,2023-08-06 23:45:00,2023-08-07 03:00:00,09940f7bf5fd52dbc92ae6b4ac0a4fe16e3e3267a60479dbd6f6364f07021561
after,rico,30,2,whole_run_group_blocked,inner_train,P1S70,196,2023-08-07 03:15:00,2023-08-07 06:30:00,2023-08-07 03:45:00,2023-08-07 07:00:00,20a4dc13922c95b0b89e1929f87c9a651785d0e680e562ce71bae4d2af4dfffc
after,rico,30,2,whole_run_group_blocked,inner_train,P1S72,196,2023-08-07 11:15:00,2023-08-07 14:30:00,2023-08-07 11:45:00,2023-08-07 15:00:00,336820a1b2727882b991bf3ac28a7c0a02a120c64347173119f1261020ffb300
after,rico,30,2,whole_run_group_blocked,inner_train,P1S73,196,2023-08-07 15:15:00,2023-08-07 18:30:00,2023-08-07 15:45:00,2023-08-07 19:00:00,59d74ab4cfb383ee4dcbf641f58ab89c3d36fac77b43336d6fcb68a4268d3b5d
after,rico,30,2,whole_run_group_blocked,inner_train,P1S74,196,2023-08-07 19:15:00,2023-08-07 22:30:00,2023-08-07 19:45:00,2023-08-07 23:00:00,aa39279cdf91e2350d816925e2d81310ad36fbd4aaad9366daa6f2155e5b0c7b
after,rico,30,2,whole_run_group_blocked,inner_train,P1S75,196,2023-08-07 23:15:00,2023-08-08 02:30:00,2023-08-07 23:45:00,2023-08-08 03:00:00,df2cd92131cf8e7a8f0e61b12d9c07d71864d11bb712c2d608024fd58c4f8441
after,rico,30,2,whole_run_group_blocked,inner_train,P1S76,196,2023-08-08 03:15:00,2023-08-08 06:30:00,2023-08-08 03:45:00,2023-08-08 07:00:00,539f346face0885c858aa64d4b1bd9996e54692563d15f56f60eb0d3a0d40b66
after,rico,30,2,whole_run_group_blocked,inner_train,P1S77,196,2023-08-08 07:15:00,2023-08-08 10:30:00,2023-08-08 07:45:00,2023-08-08 11:00:00,5ac135c2816546acba2182bf0effba0b0a48a3d7f6299d7fdf135e817cecd381
after,rico,30,2,whole_run_group_blocked,inner_train,P1S78,196,2023-08-08 11:15:00,2023-08-08 14:30:00,2023-08-08 11:45:00,2023-08-08 15:00:00,0e374b30734bc1b514dbb0c5f451299a43ccad77f8d62231825dc09da92a36de
after,rico,30,2,whole_run_group_blocked,inner_train,P1S79,196,2023-08-08 15:15:00,2023-08-08 18:30:00,2023-08-08 15:45:00,2023-08-08 19:00:00,c14675a556e637f1301ee2b829e32f997209ca29014153d4f3b2ccac00966ca4
after,rico,30,2,whole_run_group_blocked,inner_train,P1S80,196,2023-08-08 19:15:00,2023-08-08 22:30:00,2023-08-08 19:45:00,2023-08-08 23:00:00,bca5dce38babcb1bf011b4c501d11376ed7f53722a14c27628b6fc5ce562a7b3
after,rico,30,2,whole_run_group_blocked,inner_train,P1S81,196,2023-08-08 23:15:00,2023-08-09 02:30:00,2023-08-08 23:45:00,2023-08-09 03:00:00,c9f9f5a15d9b9dd6bbd9f3026857fcee9bd798a1498bfdaf8edd50e8319ea99f
after,rico,30,2,whole_run_group_blocked,inner_train,P1S82,196,2023-08-09 03:15:00,2023-08-09 06:30:00,2023-08-09 03:45:00,2023-08-09 07:00:00,7a800dd7e1263c998375c2639be3361c0769809c24a433063853ec4d8d56d7ee
after,rico,30,2,whole_run_group_blocked,inner_train,P1S83,196,2023-08-09 07:15:00,2023-08-09 10:30:00,2023-08-09 07:45:00,2023-08-09 11:00:00,41380b983adadfedeffb95bf2499bf641d3c0fcaa377fc0ddbe6fa168495a3b7
after,rico,30,2,whole_run_group_blocked,inner_train,P1S85,196,2023-08-09 15:15:00,2023-08-09 18:30:00,2023-08-09 15:45:00,2023-08-09 19:00:00,381f09f21c145c47a2083702b63252103adcbfd7924f0b89a9a68ae06e0b8bfb
after,rico,30,2,whole_run_group_blocked,inner_train,P1S86,196,2023-08-09 19:15:00,2023-08-09 22:30:00,2023-08-09 19:45:00,2023-08-09 23:00:00,fd1a8fc3b7dfee550cf9ce82971e14001ee76fad31efd226d0fb9a24c02800c4
after,rico,30,2,whole_run_group_blocked,inner_train,P1S87,196,2023-08-09 23:15:00,2023-08-10 02:30:00,2023-08-09 23:45:00,2023-08-10 03:00:00,073a9942214c9d77ecbd67b4aed4d7abf34f9dc3d8c1469c078481026eec80fe
after,rico,30,2,whole_run_group_blocked,inner_train,P1S89,196,2023-08-10 07:15:00,2023-08-10 10:30:00,2023-08-10 07:45:00,2023-08-10 11:00:00,e3f4eaebb5a12738432288102daa5c2ecad88cd5d1a4cf4bd01b404007951408
after,rico,30,2,whole_run_group_blocked,inner_train,P1S91,196,2023-08-10 15:15:00,2023-08-10 18:30:00,2023-08-10 15:45:00,2023-08-10 19:00:00,1d524a93b0180ea42723394ff0e12e154ee885a31c110f74185beaa6c6a997fb
after,rico,30,2,whole_run_group_blocked,inner_train,P1S92,196,2023-08-10 19:15:00,2023-08-10 22:30:00,2023-08-10 19:45:00,2023-08-10 23:00:00,232c1ec4d3aac9798a0b71b37aa8460fe75f99cd1c67aa888a4dc4c1d583c67d
