dataset,horizon,role,group_id,n,origin_min,origin_max,target_min,target_max,raw_rows,start,end,season_steps,phase,scheduler_step,target_id,legacy_fold0_roles,proposal_fold0_roles,legacy_fold1_roles,proposal_fold1_roles,legacy_fold2_roles,proposal_fold2_roles
rico,5,test,P4S8,212,2024-01-30 23:24:00,2024-01-31 02:55:00,2024-01-30 23:29:00,2024-01-31 03:00:00,240.0,2024-01-30 23:01:00,2024-01-31 03:00:00,,4.0,8.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S9,212,2024-01-31 03:24:00,2024-01-31 06:55:00,2024-01-31 03:29:00,2024-01-31 07:00:00,240.0,2024-01-31 03:01:00,2024-01-31 07:00:00,,4.0,9.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,inner0_train,P1S1,212,2023-07-26 15:24:00,2023-07-26 18:55:00,2023-07-26 15:29:00,2023-07-26 19:00:00,240.0,2023-07-26 15:01:00,2023-07-26 19:00:00,,1.0,1.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S10,212,2023-07-28 03:24:00,2023-07-28 06:55:00,2023-07-28 03:29:00,2023-07-28 07:00:00,240.0,2023-07-28 03:01:00,2023-07-28 07:00:00,,1.0,10.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S11,212,2023-07-28 07:24:00,2023-07-28 10:55:00,2023-07-28 07:29:00,2023-07-28 11:00:00,240.0,2023-07-28 07:01:00,2023-07-28 11:00:00,,1.0,11.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S12,212,2023-07-28 11:24:00,2023-07-28 14:55:00,2023-07-28 11:29:00,2023-07-28 15:00:00,240.0,2023-07-28 11:01:00,2023-07-28 15:00:00,,1.0,12.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S13,212,2023-07-28 15:24:00,2023-07-28 18:55:00,2023-07-28 15:29:00,2023-07-28 19:00:00,240.0,2023-07-28 15:01:00,2023-07-28 19:00:00,,1.0,13.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S14,212,2023-07-28 19:24:00,2023-07-28 22:55:00,2023-07-28 19:29:00,2023-07-28 23:00:00,240.0,2023-07-28 19:01:00,2023-07-28 23:00:00,,1.0,14.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S15,212,2023-07-28 23:24:00,2023-07-29 02:55:00,2023-07-28 23:29:00,2023-07-29 03:00:00,240.0,2023-07-28 23:01:00,2023-07-29 03:00:00,,1.0,15.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S16,212,2023-07-29 03:24:00,2023-07-29 06:55:00,2023-07-29 03:29:00,2023-07-29 07:00:00,240.0,2023-07-29 03:01:00,2023-07-29 07:00:00,,1.0,16.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S17,212,2023-07-29 07:24:00,2023-07-29 10:55:00,2023-07-29 07:29:00,2023-07-29 11:00:00,240.0,2023-07-29 07:01:00,2023-07-29 11:00:00,,1.0,17.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S2,212,2023-07-26 19:24:00,2023-07-26 22:55:00,2023-07-26 19:29:00,2023-07-26 23:00:00,240.0,2023-07-26 19:01:00,2023-07-26 23:00:00,,1.0,2.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S20,212,2023-07-29 19:24:00,2023-07-29 22:55:00,2023-07-29 19:29:00,2023-07-29 23:00:00,240.0,2023-07-29 19:01:00,2023-07-29 23:00:00,,1.0,20.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_train,P1S21,212,2023-07-29 23:24:00,2023-07-30 02:55:00,2023-07-29 23:29:00,2023-07-30 03:00:00,240.0,2023-07-29 23:01:00,2023-07-30 03:00:00,,1.0,21.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_train,P1S22,212,2023-07-30 03:24:00,2023-07-30 06:55:00,2023-07-30 03:29:00,2023-07-30 07:00:00,240.0,2023-07-30 03:01:00,2023-07-30 07:00:00,,1.0,22.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_train,P1S23,212,2023-07-30 07:24:00,2023-07-30 10:55:00,2023-07-30 07:29:00,2023-07-30 11:00:00,240.0,2023-07-30 07:01:00,2023-07-30 11:00:00,,1.0,23.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_train,P1S26,212,2023-07-30 19:24:00,2023-07-30 22:55:00,2023-07-30 19:29:00,2023-07-30 23:00:00,240.0,2023-07-30 19:01:00,2023-07-30 23:00:00,,1.0,26.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_train,P1S4,212,2023-07-27 03:24:00,2023-07-27 06:55:00,2023-07-27 03:29:00,2023-07-27 07:00:00,240.0,2023-07-27 03:01:00,2023-07-27 07:00:00,,1.0,4.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S5,212,2023-07-27 07:24:00,2023-07-27 10:55:00,2023-07-27 07:29:00,2023-07-27 11:00:00,240.0,2023-07-27 07:01:00,2023-07-27 11:00:00,,1.0,5.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S7,212,2023-07-27 15:24:00,2023-07-27 18:55:00,2023-07-27 15:29:00,2023-07-27 19:00:00,240.0,2023-07-27 15:01:00,2023-07-27 19:00:00,,1.0,7.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S8,212,2023-07-27 19:24:00,2023-07-27 22:55:00,2023-07-27 19:29:00,2023-07-27 23:00:00,240.0,2023-07-27 19:01:00,2023-07-27 23:00:00,,1.0,8.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_train,P1S9,212,2023-07-27 23:24:00,2023-07-28 02:55:00,2023-07-27 23:29:00,2023-07-28 03:00:00,240.0,2023-07-27 23:01:00,2023-07-28 03:00:00,,1.0,9.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner0_validation,P1S27,212,2023-07-30 23:24:00,2023-07-31 02:55:00,2023-07-30 23:29:00,2023-07-31 03:00:00,240.0,2023-07-30 23:01:00,2023-07-31 03:00:00,,1.0,27.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S28,212,2023-07-31 03:24:00,2023-07-31 06:55:00,2023-07-31 03:29:00,2023-07-31 07:00:00,240.0,2023-07-31 03:01:00,2023-07-31 07:00:00,,1.0,28.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S29,212,2023-07-31 07:24:00,2023-07-31 10:55:00,2023-07-31 07:29:00,2023-07-31 11:00:00,240.0,2023-07-31 07:01:00,2023-07-31 11:00:00,,1.0,29.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S31,212,2023-07-31 15:24:00,2023-07-31 18:55:00,2023-07-31 15:29:00,2023-07-31 19:00:00,240.0,2023-07-31 15:01:00,2023-07-31 19:00:00,,1.0,31.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S32,212,2023-07-31 19:24:00,2023-07-31 22:55:00,2023-07-31 19:29:00,2023-07-31 23:00:00,240.0,2023-07-31 19:01:00,2023-07-31 23:00:00,,1.0,32.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S33,212,2023-07-31 23:24:00,2023-08-01 02:55:00,2023-07-31 23:29:00,2023-08-01 03:00:00,240.0,2023-07-31 23:01:00,2023-08-01 03:00:00,,1.0,33.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S34,212,2023-08-01 03:24:00,2023-08-01 06:55:00,2023-08-01 03:29:00,2023-08-01 07:00:00,240.0,2023-08-01 03:01:00,2023-08-01 07:00:00,,1.0,34.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S37,212,2023-08-01 15:24:00,2023-08-01 18:55:00,2023-08-01 15:29:00,2023-08-01 19:00:00,240.0,2023-08-01 15:01:00,2023-08-01 19:00:00,,1.0,37.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S38,212,2023-08-01 19:24:00,2023-08-01 22:55:00,2023-08-01 19:29:00,2023-08-01 23:00:00,240.0,2023-08-01 19:01:00,2023-08-01 23:00:00,,1.0,38.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S39,212,2023-08-01 23:24:00,2023-08-02 02:55:00,2023-08-01 23:29:00,2023-08-02 03:00:00,240.0,2023-08-01 23:01:00,2023-08-02 03:00:00,,1.0,39.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner0_validation,P1S40,212,2023-08-02 03:24:00,2023-08-02 06:55:00,2023-08-02 03:29:00,2023-08-02 07:00:00,240.0,2023-08-02 03:01:00,2023-08-02 07:00:00,,1.0,40.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S41,212,2023-08-02 07:24:00,2023-08-02 10:55:00,2023-08-02 07:29:00,2023-08-02 11:00:00,240.0,2023-08-02 07:01:00,2023-08-02 11:00:00,,1.0,41.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S42,212,2023-08-02 11:24:00,2023-08-02 14:55:00,2023-08-02 11:29:00,2023-08-02 15:00:00,240.0,2023-08-02 11:01:00,2023-08-02 15:00:00,,1.0,42.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S43,212,2023-08-02 15:24:00,2023-08-02 18:55:00,2023-08-02 15:29:00,2023-08-02 19:00:00,240.0,2023-08-02 15:01:00,2023-08-02 19:00:00,,1.0,43.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S44,212,2023-08-02 19:24:00,2023-08-02 22:55:00,2023-08-02 19:29:00,2023-08-02 23:00:00,240.0,2023-08-02 19:01:00,2023-08-02 23:00:00,,1.0,44.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S45,212,2023-08-02 23:24:00,2023-08-03 02:55:00,2023-08-02 23:29:00,2023-08-03 03:00:00,240.0,2023-08-02 23:01:00,2023-08-03 03:00:00,,1.0,45.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S46,212,2023-08-03 03:24:00,2023-08-03 06:55:00,2023-08-03 03:29:00,2023-08-03 07:00:00,240.0,2023-08-03 03:01:00,2023-08-03 07:00:00,,1.0,46.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S47,212,2023-08-03 07:24:00,2023-08-03 10:55:00,2023-08-03 07:29:00,2023-08-03 11:00:00,240.0,2023-08-03 07:01:00,2023-08-03 11:00:00,,1.0,47.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S49,212,2023-08-03 15:24:00,2023-08-03 18:55:00,2023-08-03 15:29:00,2023-08-03 19:00:00,240.0,2023-08-03 15:01:00,2023-08-03 19:00:00,,1.0,49.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner0_validation,P1S50,212,2023-08-03 19:24:00,2023-08-03 22:55:00,2023-08-03 19:29:00,2023-08-03 23:00:00,240.0,2023-08-03 19:01:00,2023-08-03 23:00:00,,1.0,50.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S1,212,2023-07-26 15:24:00,2023-07-26 18:55:00,2023-07-26 15:29:00,2023-07-26 19:00:00,240.0,2023-07-26 15:01:00,2023-07-26 19:00:00,,1.0,1.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S10,212,2023-07-28 03:24:00,2023-07-28 06:55:00,2023-07-28 03:29:00,2023-07-28 07:00:00,240.0,2023-07-28 03:01:00,2023-07-28 07:00:00,,1.0,10.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S11,212,2023-07-28 07:24:00,2023-07-28 10:55:00,2023-07-28 07:29:00,2023-07-28 11:00:00,240.0,2023-07-28 07:01:00,2023-07-28 11:00:00,,1.0,11.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S12,212,2023-07-28 11:24:00,2023-07-28 14:55:00,2023-07-28 11:29:00,2023-07-28 15:00:00,240.0,2023-07-28 11:01:00,2023-07-28 15:00:00,,1.0,12.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S13,212,2023-07-28 15:24:00,2023-07-28 18:55:00,2023-07-28 15:29:00,2023-07-28 19:00:00,240.0,2023-07-28 15:01:00,2023-07-28 19:00:00,,1.0,13.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S14,212,2023-07-28 19:24:00,2023-07-28 22:55:00,2023-07-28 19:29:00,2023-07-28 23:00:00,240.0,2023-07-28 19:01:00,2023-07-28 23:00:00,,1.0,14.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S15,212,2023-07-28 23:24:00,2023-07-29 02:55:00,2023-07-28 23:29:00,2023-07-29 03:00:00,240.0,2023-07-28 23:01:00,2023-07-29 03:00:00,,1.0,15.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S16,212,2023-07-29 03:24:00,2023-07-29 06:55:00,2023-07-29 03:29:00,2023-07-29 07:00:00,240.0,2023-07-29 03:01:00,2023-07-29 07:00:00,,1.0,16.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S17,212,2023-07-29 07:24:00,2023-07-29 10:55:00,2023-07-29 07:29:00,2023-07-29 11:00:00,240.0,2023-07-29 07:01:00,2023-07-29 11:00:00,,1.0,17.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S2,212,2023-07-26 19:24:00,2023-07-26 22:55:00,2023-07-26 19:29:00,2023-07-26 23:00:00,240.0,2023-07-26 19:01:00,2023-07-26 23:00:00,,1.0,2.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S20,212,2023-07-29 19:24:00,2023-07-29 22:55:00,2023-07-29 19:29:00,2023-07-29 23:00:00,240.0,2023-07-29 19:01:00,2023-07-29 23:00:00,,1.0,20.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S21,212,2023-07-29 23:24:00,2023-07-30 02:55:00,2023-07-29 23:29:00,2023-07-30 03:00:00,240.0,2023-07-29 23:01:00,2023-07-30 03:00:00,,1.0,21.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S22,212,2023-07-30 03:24:00,2023-07-30 06:55:00,2023-07-30 03:29:00,2023-07-30 07:00:00,240.0,2023-07-30 03:01:00,2023-07-30 07:00:00,,1.0,22.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S23,212,2023-07-30 07:24:00,2023-07-30 10:55:00,2023-07-30 07:29:00,2023-07-30 11:00:00,240.0,2023-07-30 07:01:00,2023-07-30 11:00:00,,1.0,23.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S26,212,2023-07-30 19:24:00,2023-07-30 22:55:00,2023-07-30 19:29:00,2023-07-30 23:00:00,240.0,2023-07-30 19:01:00,2023-07-30 23:00:00,,1.0,26.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S27,212,2023-07-30 23:24:00,2023-07-31 02:55:00,2023-07-30 23:29:00,2023-07-31 03:00:00,240.0,2023-07-30 23:01:00,2023-07-31 03:00:00,,1.0,27.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
